I,T,RO,E,A,DE,DA,H,M,RE
322,1,D,36,1,6,11360,0,1883,V
322,1,D,27,4,5,11672,832,0,V
322,1,S,21,23,5,4832,6538,0,V
322,1,S,0,34,4,120,13343,0,V
322,2,T,15,4,5,11870,0,11258,D
322,2,D,8,2,11,6609,221,1140,D
322,2,D,16,0,9,8306,0,1436,D
322,2,S,7,13,9,4824,10335,1294,D
322,2,S,6,10,12,4184,6911,131,D
323,1,T,47,11,3,19792,0,7277,V
323,1,D,22,4,8,6420,855,319,V
323,1,D,31,0,5,9386,0,573,V
323,1,S,17,29,4,5311,10728,1429,V
323,1,S,23,27,3,4180,13013,0,V
323,2,T,11,3,9,12198,0,11480,D
323,2,D,10,1,16,13338,0,158,D
323,2,D,9,3,11,9680,0,149,D
323,2,S,1,14,10,509,12403,0,D
323,2,S,10,7,8,5804,6293,243,D
324,1,T,18,9,0,5587,0,2787,V
324,1,D,16,4,0,4942,481,1496,V
324,1,D,16,4,6,4410,0,0,V
324,1,S,4,9,3,814,4216,43,V
324,1,S,5,13,3,1458,4107,1489,V
324,2,T,3,1,5,5218,0,3667,D
324,2,D,5,0,7,3511,0,181,D
324,2,D,5,0,5,3025,75,0,D
324,2,S,2,3,6,1041,2428,46,D
324,2,S,2,4,4,1905,3787,0,D
325,1,T,35,7,4,17619,0,13429,V
325,1,D,20,0,14,10030,1716,0,V
325,1,D,28,4,11,11714,0,373,V
325,1,S,25,31,7,6205,12598,1461,V
325,1,S,12,32,6,2549,14637,1086,V
325,2,T,24,6,10,13784,1081,7656,D
325,2,D,20,2,14,14298,0,311,D
325,2,D,26,0,11,13772,0,3170,D
325,2,S,12,18,9,5252,8848,823,D
325,2,S,7,17,12,3687,12873,0,D
326,1,T,19,4,5,14168,0,15740,V
326,1,D,17,6,9,12431,0,0,V
326,1,D,20,0,4,11911,102,0,V
326,1,S,9,21,3,4750,13588,0,V
326,1,S,9,14,3,2852,13276,949,V
326,2,T,11,2,7,11835,0,20741,D
326,2,D,14,1,2,12730,434,2936,D
326,2,D,12,0,10,12138,246,93,D
326,2,S,8,8,11,5969,9304,0,D
326,2,S,1,16,5,240,17616,0,D
327,1,T,16,6,0,6501,0,1878,V
327,1,D,13,3,2,3094,155,1070,V
327,1,D,11,3,3,3770,0,0,V
327,1,S,10,12,1,1989,4621,0,V
327,1,S,4,10,3,769,4791,218,V
327,2,T,3,1,5,3393,0,4480,D
327,2,D,7,0,5,5863,0,42,D
327,2,D,4,0,3,3117,0,0,D
327,2,S,1,3,4,809,4092,0,D
327,2,S,2,6,4,1243,3065,1633,D
328,1,T,15,3,1,9227,0,4593,V
328,1,D,14,2,4,7232,0,0,V
328,1,D,17,0,5,4246,0,789,V
328,1,S,4,11,0,973,8560,886,V
328,1,S,8,11,2,2188,5855,0,V
328,2,T,6,0,3,7477,0,14889,D
328,2,D,10,1,6,4854,127,0,D
328,2,D,5,0,4,7008,0,35,D
328,2,S,5,5,8,2237,4134,221,D
328,2,S,1,6,4,583,8640,0,D
329,1,T,19,4,0,7502,0,3324,V
329,1,D,15,1,3,5674,0,51,V
329,1,D,12,4,5,3063,0,0,V
329,1,S,6,12,2,1418,5489,57,V
329,1,S,7,11,1,2022,5873,0,V
329,2,T,3,0,6,6496,0,4758,D
329,2,D,5,1,7,5866,0,0,D
329,2,D,6,0,6,3839,0,0,D
329,2,S,0,5,5,0,4898,0,D
329,2,S,0,1,5,925,3821,1367,D
330,1,T,18,4,9,14380,209,27023,V
330,1,D,25,2,7,11881,0,1075,V
330,1,D,22,6,12,13375,11,2384,V
330,1,S,15,14,9,5829,12206,2650,V
330,1,S,11,18,9,4230,14181,1143,V
330,2,T,27,7,8,15849,0,15230,D
330,2,D,29,3,8,16346,2157,0,D
330,2,D,26,1,8,12135,0,750,D
330,2,S,19,21,8,5391,12042,4184,D
330,2,S,13,18,12,3535,10878,641,D
331,1,T,20,6,9,12799,1850,4865,V
331,1,D,18,0,6,12293,0,2676,V
331,1,D,26,0,14,14545,2814,0,V
331,1,S,4,11,10,2516,11204,0,V
331,1,S,15,10,9,6653,7815,526,V
331,2,T,26,6,5,12036,0,15206,D
331,2,D,24,3,12,14936,0,0,D
331,2,D,30,5,9,12172,1578,27,D
331,2,S,11,18,8,3532,14835,1045,D
331,2,S,15,19,7,6075,12432,0,D
332,1,T,15,0,5,6967,0,13315,V
332,1,D,17,2,6,6806,389,0,V
332,1,D,22,4,5,9247,0,0,V
332,1,S,14,12,2,3138,10625,850,V
332,1,S,6,8,4,1752,6421,1096,V
332,2,T,10,2,5,9652,0,6230,D
332,2,D,12,1,6,7864,1349,535,D
332,2,D,13,3,9,5713,754,0,D
332,2,S,5,10,8,2471,5511,756,D
332,2,S,5,9,6,2418,5473,0,D
333,1,T,24,6,3,9133,0,10658,V
333,1,D,25,0,7,11456,0,1194,V
333,1,D,24,1,7,9453,1825,0,V
333,1,S,18,19,2,2674,12312,0,V
333,1,S,9,12,5,2408,7373,1389,V
333,2,T,16,6,7,8502,0,10775,D
333,2,D,10,1,10,8014,0,1709,D
333,2,D,19,4,10,10874,932,0,D
333,2,S,14,12,7,4821,7990,333,D
333,2,S,6,13,11,973,6801,27,D
334,1,T,18,3,3,12943,0,8970,V
334,1,D,13,0,9,6651,0,801,V
334,1,D,17,8,3,10389,0,243,V
334,1,S,9,10,7,4322,7699,107,V
334,1,S,6,12,3,3813,11822,746,V
334,2,T,19,4,4,13089,0,18958,D
334,2,D,12,2,9,7843,0,0,D
334,2,D,10,1,9,7984,1049,1208,D
334,2,S,2,10,5,909,12398,671,D
334,2,S,6,14,5,3375,9091,803,D
335,1,T,28,4,10,17026,0,20607,V
335,1,D,32,0,10,19818,0,988,V
335,1,D,24,4,15,13584,202,324,V
335,1,S,16,19,7,6883,16781,1889,V
335,1,S,4,24,11,1934,16449,1423,V
335,2,T,22,2,11,11962,0,26807,D
335,2,D,23,1,10,20716,0,2497,D
335,2,D,22,1,12,17199,67,0,D
335,2,S,21,19,9,7316,15675,1134,D
335,2,S,13,18,7,6323,12558,958,D
336,1,T,15,0,6,10796,0,5929,V
336,1,D,19,0,5,11778,0,0,V
336,1,D,15,0,7,8225,149,968,V
336,1,S,6,14,10,3333,8733,3757,V
336,1,S,12,7,7,7752,8802,729,V
336,2,T,26,11,2,11285,0,5198,D
336,2,D,22,0,8,11466,521,1735,D
336,2,D,20,0,5,9262,0,0,D
336,2,S,0,25,6,0,12478,252,D
336,2,S,7,11,8,3412,6012,1278,D
337,1,T,27,5,5,9176,0,13909,V
337,1,D,25,0,4,7542,547,0,V
337,1,D,25,9,12,7598,150,30,V
337,1,S,10,19,8,4656,6910,1174,V
337,1,S,16,20,9,6146,6575,283,V
337,2,T,18,4,10,7167,497,4864,D
337,2,D,23,0,8,9816,841,13,D
337,2,D,22,0,9,8407,128,759,D
337,2,S,2,2,11,1969,7064,0,D
337,2,S,7,14,9,3829,5705,209,D
338,1,T,19,7,4,9020,0,7969,V
338,1,D,24,1,4,7687,511,0,V
338,1,D,23,0,5,6653,0,604,V
338,1,S,17,20,3,2493,9157,0,V
338,1,S,10,16,5,1903,5612,387,V
338,2,T,11,5,8,7996,1244,3161,D
338,2,D,15,0,7,5552,0,1570,D
338,2,D,12,1,6,5863,0,0,D
338,2,S,3,6,7,3028,6824,241,D
338,2,S,8,11,8,3557,4449,430,D
339,1,T,26,5,6,12574,0,14620,V
339,1,D,22,0,5,9476,0,0,V
339,1,D,30,0,5,9689,237,1861,V
339,1,S,7,15,10,1920,8111,249,V
339,1,S,7,14,9,4860,7283,614,V
339,2,T,21,8,10,8835,0,5600,D
339,2,D,18,8,9,7991,48,0,D
339,2,D,20,2,9,9229,1218,0,D
339,2,S,10,17,9,4021,7923,0,D
339,2,S,8,19,9,2792,8105,321,D
340,1,T,14,7,2,6782,1758,3781,V
340,1,D,18,3,3,8132,0,0,V
340,1,D,14,0,4,4798,0,0,V
340,1,S,4,18,2,353,12241,0,V
340,1,S,6,17,3,884,5636,1895,V
340,2,T,3,2,6,6481,0,4662,D
340,2,D,10,1,5,9667,0,299,D
340,2,D,5,1,5,8283,0,0,D
340,2,S,5,8,3,3104,4531,0,D
340,2,S,2,7,4,1033,6476,176,D
341,1,T,24,0,4,8124,0,10138,V
341,1,D,13,2,6,9924,0,51,V
341,1,D,20,1,6,7200,19,2052,V
341,1,S,17,22,2,4488,8878,3275,V
341,1,S,11,13,6,4252,6328,395,V
341,2,T,15,2,9,8451,0,6381,D
341,2,D,19,0,6,8787,0,892,D
341,2,D,14,6,6,7092,656,3604,D
341,2,S,7,16,9,2048,6377,1344,D
341,2,S,8,14,4,1789,8722,751,D
342,1,T,24,9,5,12834,0,12222,V
342,1,D,31,0,7,10001,745,0,V
342,1,D,35,0,6,13855,0,2559,V
342,1,S,19,30,7,5586,11309,3476,V
342,1,S,16,17,7,3357,10197,299,V
342,2,T,25,3,10,14591,0,13287,D
342,2,D,13,3,9,9027,84,599,D
342,2,D,23,0,8,8963,0,1029,D
342,2,S,7,18,11,3666,10052,238,D
342,2,S,10,18,11,4479,9934,1135,D
343,1,T,18,2,0,5194,0,1785,V
343,1,D,11,0,0,2448,0,129,V
343,1,D,19,0,0,2767,419,0,V
343,1,S,12,17,1,2083,3302,1310,V
343,1,S,17,15,0,1664,3536,96,V
343,2,T,0,0,5,2892,0,2585,D
343,2,D,0,0,6,2171,361,523,D
343,2,D,0,0,7,1994,0,225,D
343,2,S,1,0,5,845,1695,0,D
343,2,S,1,0,4,1476,2242,634,D
344,1,T,29,7,9,12822,253,5775,V
344,1,D,23,0,3,8732,0,1443,V
344,1,D,23,1,7,11146,0,640,V
344,1,S,10,16,3,3970,5789,373,V
344,1,S,3,28,2,429,12599,0,V
344,2,T,16,6,8,8745,0,4337,D
344,2,D,7,2,8,8379,0,0,D
344,2,D,21,3,8,8321,302,590,D
344,2,S,8,8,9,4129,7040,491,D
344,2,S,10,16,8,3510,10069,1304,D
345,1,T,31,9,3,11220,3169,2874,V
345,1,D,26,6,5,7551,468,259,V
345,1,D,27,1,6,6493,26,2072,V
345,1,S,24,22,1,3004,8172,0,V
345,1,S,9,26,5,2485,4656,454,V
345,2,T,8,1,11,5785,471,4264,D
345,2,D,11,0,9,7276,0,4170,D
345,2,D,15,3,10,7706,0,1297,D
345,2,S,10,6,9,3023,4525,0,D
345,2,S,9,10,6,4524,6196,0,D
346,1,T,25,4,2,8823,0,6314,V
346,1,D,21,4,5,5652,0,104,V
346,1,D,19,6,4,6275,540,0,V
346,1,S,11,17,5,2985,6291,348,V
346,1,S,8,10,3,1107,6190,0,V
346,2,T,11,2,9,7124,827,956,D
346,2,D,14,0,10,4853,0,1389,D
346,2,D,8,1,7,5471,0,0,D
346,2,S,5,5,4,3860,4137,564,D
346,2,S,1,6,5,1346,4458,1361,D
347,1,T,29,5,4,15486,0,12985,V
347,1,D,30,0,1,12505,0,1370,V
347,1,D,26,1,10,16618,2239,10,V
347,1,S,17,22,3,5670,9203,0,V
347,1,S,15,16,8,4621,8566,611,V
347,2,T,15,1,11,10008,3343,7423,D
347,2,D,10,0,12,7243,184,1091,D
347,2,D,14,1,11,9924,1244,313,D
347,2,S,9,9,9,4130,12097,2164,D
347,2,S,8,16,8,4899,13676,450,D
348,1,T,25,4,4,9781,0,4428,V
348,1,D,24,0,2,7854,0,0,V
348,1,D,25,0,3,14620,1043,0,V
348,1,S,13,21,1,3545,5929,310,V
348,1,S,7,20,1,3662,6458,0,V
348,2,T,0,0,0,0,0,0,D
348,2,D,0,0,0,0,0,0,D
348,2,D,0,0,0,0,0,0,D
348,2,S,6,5,11,3099,7160,1087,D
348,2,S,4,8,8,1987,11129,0,D
349,1,T,20,3,2,7020,0,5763,V
349,1,D,17,2,6,5805,604,550,V
349,1,D,13,1,8,7486,0,1537,V
349,1,S,11,12,4,2411,7129,333,V
349,1,S,8,9,4,3963,6248,434,V
349,2,T,17,4,1,7810,0,13164,D
349,2,D,12,1,9,5334,0,97,D
349,2,D,15,1,8,7952,105,508,D
349,2,S,4,8,7,1725,5771,566,D
349,2,S,10,8,7,3311,7122,0,D
350,1,T,17,4,8,16133,0,14315,V
350,1,D,18,4,10,14025,368,3082,V
350,1,D,26,1,13,15691,0,355,V
350,1,S,5,17,6,2237,18190,2376,V
350,1,S,13,9,6,7424,13740,1867,V
350,2,T,22,8,6,10757,2495,5143,D
350,2,D,34,2,10,20001,924,0,D
350,2,D,22,4,11,15045,0,960,D
350,2,S,6,31,5,2982,16335,649,D
350,2,S,25,19,6,10082,15612,0,D
351,1,T,16,3,3,6670,0,5453,V
351,1,D,11,0,4,5970,0,966,V
351,1,D,21,0,3,5784,0,0,V
351,1,S,8,15,1,1498,5599,337,V
351,1,S,11,11,1,3048,5972,875,V
351,2,T,8,2,5,6992,0,4691,D
351,2,D,4,1,9,6369,165,0,D
351,2,D,4,0,9,3610,0,0,D
351,2,S,8,5,6,1180,5093,0,D
351,2,S,5,7,5,2308,4373,385,D
352,1,T,27,6,7,17770,0,16972,V
352,1,D,24,3,11,13273,21,476,V
352,1,D,30,6,11,15733,57,680,V
352,1,S,16,20,9,4035,10529,257,V
352,1,S,7,30,5,1943,15219,0,V
352,2,T,26,10,7,12432,488,11835,D
352,2,D,19,5,9,8518,1405,0,D
352,2,D,26,4,10,10102,1312,2726,D
352,2,S,16,17,10,4208,11363,2066,D
352,2,S,27,14,8,11690,8705,0,D
353,1,T,23,2,3,10021,0,15662,V
353,1,D,20,3,6,7941,0,1319,V
353,1,D,17,1,5,8324,0,400,V
353,1,S,6,19,2,1734,6983,0,V
353,1,S,10,9,4,1983,7605,509,V
353,2,T,10,1,5,6450,770,4756,D
353,2,D,11,2,7,8826,455,935,D
353,2,D,7,0,10,5685,0,0,D
353,2,S,11,8,6,3523,6224,0,D
353,2,S,2,13,2,1200,8408,0,D
354,1,T,18,2,6,9846,0,7746,V
354,1,D,16,0,4,8369,1688,0,V
354,1,D,11,1,9,7834,0,40,V
354,1,S,9,11,6,3725,8037,0,V
354,1,S,10,14,6,2106,11386,1293,V
354,2,T,19,2,6,11441,1513,6320,D
354,2,D,15,7,8,6299,0,0,D
354,2,D,17,1,7,8840,0,59,D
354,2,S,9,11,4,3730,6597,0,D
354,2,S,14,6,7,7092,6054,143,D
355,1,T,18,2,0,7733,124,6079,V
355,1,D,14,2,3,7089,140,105,V
355,1,D,13,1,5,5865,0,1227,V
355,1,S,16,11,0,3234,8106,0,V
355,1,S,7,11,5,2341,4634,712,V
355,2,T,5,2,7,5774,0,8157,D
355,2,D,3,0,8,3562,0,305,D
355,2,D,9,0,4,5439,1002,0,D
355,2,S,7,5,5,3169,6343,322,D
355,2,S,4,4,3,3916,4032,303,D
356,1,T,36,8,5,14204,214,14021,V
356,1,D,27,5,6,10398,0,0,V
356,1,D,31,0,3,9789,66,1462,V
356,1,S,16,17,3,5683,10066,0,V
356,1,S,11,18,4,3381,7345,430,V
356,2,T,13,2,10,10634,121,8815,D
356,2,D,10,1,13,6431,153,1262,D
356,2,D,12,2,10,8427,0,282,D
356,2,S,4,9,10,3399,7855,214,D
356,2,S,7,10,10,3327,10154,1305,D
357,1,T,29,6,5,10423,0,5798,V
357,1,D,25,3,4,6680,134,744,V
357,1,D,15,5,7,7875,0,0,V
357,1,S,14,17,2,3181,11021,0,V
357,1,S,15,16,3,3646,4896,411,V
357,2,T,16,3,6,9536,0,6061,D
357,2,D,5,2,10,5011,1347,447,D
357,2,D,14,1,7,8720,3,1723,D
357,2,S,8,12,8,1843,6844,460,D
357,2,S,2,9,9,2611,7622,0,D
358,1,T,21,5,9,10512,2841,6616,V
358,1,D,19,0,7,8702,0,0,V
358,1,D,13,0,8,6625,888,200,V
358,1,S,11,13,2,3447,8048,0,V
358,1,S,12,16,3,2330,8708,1087,V
358,2,T,20,2,6,12001,0,5419,D
358,2,D,15,0,10,6493,11,1527,D
358,2,D,15,0,4,10659,0,0,D
358,2,S,17,21,7,6803,6318,0,D
358,2,S,11,17,5,3018,10666,1422,D
359,1,T,14,2,0,3037,0,4659,V
359,1,D,15,0,1,4520,0,0,V
359,1,D,21,0,0,4544,0,0,V
359,1,S,15,7,1,3596,1627,238,V
359,1,S,2,8,2,507,2128,932,V
359,2,T,2,1,7,2391,418,1813,D
359,2,D,1,0,4,948,0,26,D
359,2,D,1,0,8,1699,0,0,D
359,2,S,1,2,7,798,1656,86,D
359,2,S,1,1,7,1885,930,0,D
360,1,T,28,8,3,11358,1690,20131,V
360,1,D,20,7,3,6918,652,0,V
360,1,D,21,3,9,8141,0,144,V
360,1,S,11,18,4,3975,8121,0,V
360,1,S,14,16,5,3733,7055,1361,V
360,2,T,15,0,6,12241,0,4784,D
360,2,D,10,0,10,7394,1711,89,D
360,2,D,11,0,9,6079,1005,299,D
360,2,S,6,9,6,3039,7382,75,D
360,2,S,7,12,6,3475,8874,758,D
361,1,T,37,10,7,18662,1817,8038,V
361,1,D,40,14,7,16690,0,0,V
361,1,D,34,2,10,16124,2008,0,V
361,1,S,5,35,9,3437,11982,0,V
361,1,S,13,18,7,4001,12335,1040,V
361,2,T,24,11,5,17113,3333,8971,D
361,2,D,19,3,21,10014,576,1913,D
361,2,D,17,0,14,14230,910,0,D
361,2,S,18,16,7,7393,11801,1948,D
361,2,S,5,15,10,1949,10857,614,D
362,1,T,21,7,3,9325,110,15698,V
362,1,D,26,0,2,7988,0,0,V
362,1,D,23,1,6,9757,522,2823,V
362,1,S,14,18,5,4309,7922,755,V
362,1,S,16,11,6,4632,8918,0,V
362,2,T,10,3,10,6687,0,5808,D
362,2,D,9,0,7,7288,510,0,D
362,2,D,0,0,0,0,0,0,D
362,2,S,6,13,6,3557,11472,869,D
362,2,S,11,10,6,4963,7429,236,D
363,1,T,14,1,3,6801,0,10149,V
363,1,D,11,0,2,6077,0,0,V
363,1,D,7,0,5,4679,35,0,V
363,1,S,9,11,5,5629,3539,947,V
363,1,S,5,9,7,2530,4170,0,V
363,2,T,0,0,0,0,0,0,D
363,2,D,17,0,5,6099,1261,0,D
363,2,D,0,0,0,0,0,0,D
363,2,S,0,0,0,0,0,0,D
363,2,S,0,0,0,0,0,0,D
364,1,T,28,3,3,11655,0,12428,V
364,1,D,23,7,7,5637,0,0,V
364,1,D,30,0,5,11127,224,1168,V
364,1,S,14,19,4,3582,5417,328,V
364,1,S,16,19,4,5636,7173,0,V
364,2,T,13,1,9,8230,0,10614,D
364,2,D,11,0,8,5054,191,1026,D
364,2,D,4,0,11,4533,917,0,D
364,2,S,5,10,8,3440,7461,1235,D
364,2,S,5,6,11,2983,7867,524,D
365,1,T,35,6,11,14869,1074,34190,V
365,1,D,30,1,8,19626,236,14,V
365,1,D,29,7,15,18131,50,1661,V
365,1,S,22,12,11,9532,13651,523,V
365,1,S,9,23,13,5110,18600,1137,V
365,2,T,34,8,10,18931,448,17524,D
365,2,D,26,0,15,20125,1739,232,D
365,2,D,21,6,13,13420,863,2230,D
365,2,S,14,25,8,5122,19445,1442,D
365,2,S,22,28,11,14007,13272,0,D
366,1,T,24,7,8,12690,927,28865,V
366,1,D,27,1,12,10863,106,2454,V
366,1,D,23,1,9,16089,0,400,V
366,1,S,24,17,8,9279,12897,632,V
366,1,S,14,27,11,5869,15322,767,V
366,2,T,26,4,10,16054,874,9271,D
366,2,D,16,5,14,12727,1474,7424,D
366,2,D,24,3,6,11502,0,97,D
366,2,S,19,20,9,10995,10502,0,D
366,2,S,12,19,5,5851,16154,2018,D
367,1,T,23,6,3,15817,400,30827,V
367,1,D,24,6,9,18392,0,0,V
367,1,D,27,5,11,18717,0,0,V
367,1,S,18,16,5,5316,15313,0,V
367,1,S,15,15,5,5375,16874,1208,V
367,2,T,17,2,13,14406,79,21409,D
367,2,D,14,0,7,12860,0,1416,D
367,2,D,21,0,13,15855,2948,0,D
367,2,S,7,12,3,5977,17832,2183,D
367,2,S,8,19,7,4699,16014,0,D
368,1,T,19,4,4,10205,0,4822,V
368,1,D,16,0,1,5668,0,0,V
368,1,D,20,8,4,9274,0,0,V
368,1,S,15,10,2,4210,4307,0,V
368,1,S,11,19,2,2476,9908,1698,V
368,2,T,7,0,7,7795,0,3904,D
368,2,D,5,0,6,6425,712,1086,D
368,2,D,8,0,6,7691,0,101,D
368,2,S,3,4,5,1704,9055,1266,D
368,2,S,4,5,7,2686,6404,192,D
369,1,T,7,0,2,5588,263,5009,V
369,1,D,14,4,1,6385,0,0,V
369,1,D,8,1,6,5637,120,1306,V
369,1,S,6,6,2,2711,3882,146,V
369,1,S,3,11,1,609,6770,0,V
369,2,T,5,3,4,4997,134,4186,D
369,2,D,6,1,6,4759,0,0,D
369,2,D,6,1,5,3690,399,133,D
369,2,S,6,4,1,3139,4813,502,D
369,2,S,3,3,3,1294,3778,260,D
370,1,T,32,7,9,18185,236,9015,V
370,1,D,34,0,2,11557,0,0,V
370,1,D,33,3,11,14845,0,0,V
370,1,S,20,14,7,5961,10676,1234,V
370,1,S,6,33,6,3038,16547,0,V
370,2,T,16,8,10,13199,951,9838,D
370,2,D,15,4,12,10848,459,0,D
370,2,D,25,5,12,16901,0,8,D
370,2,S,18,17,11,7082,15105,0,D
370,2,S,7,16,7,2325,11407,1973,D
371,1,T,15,2,5,9088,171,3482,V
371,1,D,25,0,0,9979,0,0,V
371,1,D,21,0,4,6460,0,500,V
371,1,S,9,8,2,3333,3434,754,V
371,1,S,5,20,3,1272,7465,0,V
371,2,T,8,3,6,5997,3583,2695,D
371,2,D,7,2,9,4475,0,0,D
371,2,D,7,2,8,4625,0,67,D
371,2,S,8,1,9,4536,4365,0,D
371,2,S,8,4,7,3502,4817,68,D
372,1,T,24,1,8,8312,0,4748,V
372,1,D,22,6,10,6906,395,0,V
372,1,D,30,5,6,9735,0,154,V
372,1,S,11,16,5,3226,7922,689,V
372,1,S,17,19,9,3713,4342,0,V
372,2,T,23,4,12,9644,6,7534,D
372,2,D,24,5,10,6205,295,0,D
372,2,D,22,1,12,6015,0,1209,D
372,2,S,10,13,11,4879,4627,0,D
372,2,S,8,14,6,3995,3950,852,D
373,1,T,9,4,2,5321,200,4306,V
373,1,D,12,0,2,4938,0,0,V
373,1,D,14,9,4,6802,15,1980,V
373,1,S,10,14,5,4117,4411,4886,V
373,1,S,9,10,3,1909,5544,0,V
373,2,T,8,3,4,7023,0,1802,D
373,2,D,7,2,3,6733,175,863,D
373,2,D,12,1,6,7466,0,558,D
373,2,S,3,8,3,3075,6297,561,D
373,2,S,4,5,3,1892,4865,955,D
374,1,T,35,3,4,17265,532,15065,V
374,1,D,31,0,6,11971,0,0,V
374,1,D,20,1,10,18971,0,596,V
374,1,S,10,30,6,2980,14351,1307,V
374,1,S,4,32,7,3476,16711,0,V
374,2,T,18,7,8,13283,377,13942,D
374,2,D,25,2,10,16581,2201,345,D
374,2,D,18,1,12,14051,64,852,D
374,2,S,7,16,9,4111,12953,1404,D
374,2,S,5,12,10,4028,14995,0,D
375,1,T,26,4,7,8809,125,8112,V
375,1,D,33,0,4,8130,0,0,V
375,1,D,27,2,14,13408,360,357,V
375,1,S,21,13,9,5910,6000,0,V
375,1,S,17,16,8,6206,7835,1500,V
375,2,T,13,7,11,7052,0,10634,D
375,2,D,19,0,14,13225,1115,304,D
375,2,D,28,4,8,8802,93,101,D
375,2,S,7,16,10,2782,6490,2161,D
375,2,S,16,19,8,4803,11370,0,D
376,1,T,27,8,11,16006,516,12301,V
376,1,D,33,0,6,9821,0,0,V
376,1,D,29,10,9,14091,2516,2663,V
376,1,S,27,22,10,6149,12796,0,V
376,1,S,17,30,5,4333,11747,2740,V
376,2,T,30,5,10,15804,0,11936,D
376,2,D,18,5,11,9613,0,78,D
376,2,D,28,1,9,13314,611,2927,D
376,2,S,9,22,12,3062,10644,269,D
376,2,S,33,20,8,10926,13176,0,D
377,1,T,15,1,8,8984,827,6957,V
377,1,D,16,0,5,7542,1503,0,V
377,1,D,16,0,6,5263,0,0,V
377,1,S,6,11,11,3011,4170,3323,V
377,1,S,9,12,4,3901,7793,697,V
377,2,T,16,3,6,9739,0,6876,D
377,2,D,15,10,6,6068,0,0,D
377,2,D,22,0,4,10411,0,25,D
377,2,S,23,13,4,5940,7442,0,D
377,2,S,10,6,8,2965,5939,647,D
378,1,T,17,2,6,8834,0,15546,V
378,1,D,18,0,9,7973,241,1623,V
378,1,D,14,3,8,8411,0,249,V
378,1,S,14,12,3,3881,7911,596,V
378,1,S,11,19,7,6034,5413,0,V
378,2,T,19,3,8,9681,1300,13836,D
378,2,D,20,0,6,9096,0,0,D
378,2,D,13,1,8,5677,98,229,D
378,2,S,12,21,9,3136,5163,0,D
378,2,S,12,15,5,3129,7793,341,D
379,1,T,32,12,7,18278,0,8637,V
379,1,D,29,0,6,11432,0,0,V
379,1,D,24,8,14,8945,54,0,V
379,1,S,17,30,9,7180,9045,0,V
379,1,S,14,16,11,5776,7685,395,V
379,2,T,30,2,10,11585,425,6591,D
379,2,D,20,0,12,10322,446,661,D
379,2,D,28,0,10,10902,84,1496,D
379,2,S,5,26,7,1601,12139,0,D
379,2,S,7,21,7,2085,12659,712,D
380,1,T,16,1,2,9240,0,10777,V
380,1,D,13,0,3,4342,0,0,V
380,1,D,12,5,2,6771,292,2292,V
380,1,S,9,13,1,2269,7081,677,V
380,1,S,3,14,3,541,4957,0,V
380,2,T,5,2,5,5649,1555,1717,D
380,2,D,6,0,4,4434,0,0,D
380,2,D,4,0,8,3767,0,0,D
380,2,S,2,5,5,1353,5373,979,D
380,2,S,6,4,4,3813,4717,0,D
381,1,T,16,3,11,9478,0,20830,V
381,1,D,35,2,10,15313,0,660,V
381,1,D,28,2,9,11586,66,1324,V
381,1,S,18,22,6,6759,11116,699,V
381,1,S,18,32,6,9253,12191,50,V
381,2,T,24,2,10,17468,9,17311,D
381,2,D,13,7,7,11089,0,0,D
381,2,D,20,6,14,6831,2701,6163,D
381,2,S,12,19,12,6078,9990,328,D
381,2,S,9,18,9,3963,13450,459,D
382,1,T,26,3,3,11564,364,21626,V
382,1,D,23,6,4,12572,0,0,V
382,1,D,19,0,5,7233,0,454,V
382,1,S,6,17,2,1852,11644,1167,V
382,1,S,14,19,5,4255,6669,0,V
382,2,T,10,3,7,8100,0,11707,D
382,2,D,15,0,5,10589,0,0,D
382,2,D,8,3,8,5676,0,0,D
382,2,S,6,10,7,3687,9458,400,D
382,2,S,7,13,8,4400,9937,2535,D
383,1,T,14,5,2,7896,0,14476,V
383,1,D,8,3,11,5621,0,661,V
383,1,D,21,0,7,8680,0,0,V
383,1,S,2,13,6,1117,13387,676,V
383,1,S,8,11,4,3099,9775,1613,V
383,2,T,19,4,3,11523,596,4769,D
383,2,D,7,4,7,4336,119,0,D
383,2,D,14,5,9,9725,0,0,D
383,2,S,12,15,4,5982,6575,0,D
383,2,S,11,13,6,5128,3747,1093,D
384,1,T,14,2,5,7950,0,8984,V
384,1,D,17,0,2,3850,0,0,V
384,1,D,23,1,4,7827,310,1744,V
384,1,S,16,11,3,4294,6577,223,V
384,1,S,13,10,4,2852,3085,608,V
384,2,T,9,1,9,6954,419,3694,D
384,2,D,11,1,8,5275,0,122,D
384,2,D,9,7,8,4917,0,0,D
384,2,S,4,6,5,1709,5448,282,D
384,2,S,4,8,5,2117,4737,0,D
385,1,T,27,4,10,10510,0,6454,V
385,1,D,37,0,3,8173,0,0,V
385,1,D,26,0,8,10598,826,101,V
385,1,S,23,15,5,4794,6141,0,V
385,1,S,15,18,3,4750,5280,778,V
385,2,T,16,4,10,7571,87,9171,D
385,2,D,21,3,8,8987,1542,516,D
385,2,D,14,4,11,7897,0,137,D
385,2,S,7,20,9,1505,12023,0,D
385,2,S,15,9,10,4369,5091,14,D
386,1,T,18,2,3,10729,310,7830,V
386,1,D,21,0,3,7125,0,0,V
